row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales
44,ca-2018-139619,2018-09-19,2018-09-23,standard class,es-14080,erin smith,corporate,united states,melbourne,florida,32935,south,off-st-10003282,office supplies,storage,"advantus 10-drawer portable organizer, chrome metal frame, smoke drawers",95.616
45,ca-2017-118255,2017-03-11,2017-03-13,first class,on-18715,odella nelson,corporate,united states,eagan,minnesota,55122,central,tec-ac-10000171,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",45.98
46,ca-2017-118255,2017-03-11,2017-03-13,first class,on-18715,odella nelson,corporate,united states,eagan,minnesota,55122,central,off-bi-10003291,office supplies,binders,wilson jones leather-like binders with dubllock round rings,17.46
47,ca-2015-146703,2015-10-20,2015-10-25,second class,po-18865,patrick o'donnell,consumer,united states,westland,michigan,48185,central,off-st-10001713,office supplies,storage,"gould plastics 9-pocket panel bin, 18-3/8w x 5-1/4d x 20-1/2h, black",211.96
48,ca-2017-169194,2017-06-20,2017-06-25,standard class,lh-16900,lena hernandez,consumer,united states,dover,delaware,19901,east,tec-ac-10002167,technology,accessories,imation 8gb micro traveldrive usb 2.0 flash drive,45.0
49,ca-2017-169194,2017-06-20,2017-06-25,standard class,lh-16900,lena hernandez,consumer,united states,dover,delaware,19901,east,tec-ph-10003988,technology,phones,"lf elite 3d dazzle designer hard case cover, lf stylus pen and wiper for apple iphone 5c mini lite",21.8
50,ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,off-bi-10004410,office supplies,binders,"c-line peel & stick add-on filing pockets, 8-3/4 x 5-1/8, 10/pack",38.22
51,ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,off-la-10002762,office supplies,labels,avery 485,75.18
52,ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,fur-fu-10001706,furniture,furnishings,longer-life soft white bulbs,6.16
53,ca-2016-115742,2016-04-18,2016-04-22,standard class,dp-13000,darren powers,consumer,united states,new albany,indiana,47150,central,fur-ch-10003061,furniture,chairs,"global leather task chair, black",89.99
54,ca-2017-105816,2017-12-11,2017-12-17,standard class,jm-15265,janet molinari,corporate,united states,new york city,new york,10024,east,off-fa-10000304,office supplies,fasteners,advantus push pins,15.26
55,ca-2017-105816,2017-12-11,2017-12-17,standard class,jm-15265,janet molinari,corporate,united states,new york city,new york,10024,east,tec-ph-10002447,technology,phones,at&t cl83451 4-handset telephone,1029.95
56,ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,off-st-10000604,office supplies,storage,home/office personal file carts,208.56
57,ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,off-pa-10001569,office supplies,paper,xerox 232,32.4
58,ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,fur-ch-10003968,furniture,chairs,novimex turbo task chair,319.41
59,ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,off-pa-10000587,office supplies,paper,"array parchment paper, assorted colors",14.56
60,ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,tec-ac-10002167,technology,accessories,imation 8gb micro traveldrive usb 2.0 flash drive,30.0
61,ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,off-bi-10001460,office supplies,binders,plastic binding combs,48.48
62,ca-2017-111682,2017-06-17,2017-06-18,first class,tb-21055,ted butterfield,consumer,united states,troy,new york,12180,east,off-ar-10001868,office supplies,art,prang dustless chalk sticks,1.68
63,ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,tec-ac-10004633,technology,accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 3/pack",13.98
64,ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,off-bi-10001078,office supplies,binders,"acco presstex data binder with storage hooks, dark blue, 14 7/8"" x 11""",25.824
65,ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,off-pa-10003892,office supplies,paper,xerox 1943,146.73
66,ca-2016-135545,2016-11-24,2016-11-30,standard class,km-16720,kunst miller,consumer,united states,los angeles,california,90004,west,fur-fu-10000397,furniture,furnishings,luxo economy swing arm lamp,79.76
67,us-2016-164175,2016-04-30,2016-05-05,standard class,ps-18970,paul stevenson,home office,united states,chicago,illinois,60610,central,fur-ch-10001146,furniture,chairs,"global value mid-back manager's chair, gray",213.115
68,ca-2015-106376,2015-12-05,2015-12-10,standard class,bs-11590,brendan sweed,corporate,united states,gilbert,arizona,85234,west,off-ar-10002671,office supplies,art,"hunt boston model 1606 high-volume electric pencil sharpener, beige",1113.024
69,ca-2015-106376,2015-12-05,2015-12-10,standard class,bs-11590,brendan sweed,corporate,united states,gilbert,arizona,85234,west,tec-ph-10002726,technology,phones,nettalk duo voip telephone service,167.968
70,ca-2017-119823,2017-06-04,2017-06-06,first class,kd-16270,karen daniels,consumer,united states,springfield,virginia,22153,south,off-pa-10000482,office supplies,paper,"snap-a-way black print carbonless ruled speed letter, triplicate",75.88
71,ca-2017-106075,2017-09-18,2017-09-23,standard class,hm-14980,henry macallister,consumer,united states,new york city,new york,10009,east,off-bi-10004654,office supplies,binders,avery binding system hidden tab executive style index sets,4.616
72,ca-2018-114440,2018-09-14,2018-09-17,second class,tb-21520,tracy blumstein,consumer,united states,jackson,michigan,49201,central,off-pa-10004675,office supplies,paper,"telephone message books with fax/mobile section, 5 1/2"" x 3 3/16""",19.05
73,us-2016-134026,2016-04-26,2016-05-02,standard class,je-15745,joel eaton,consumer,united states,memphis,tennessee,38109,south,fur-ch-10000513,furniture,chairs,high-back leather manager's chair,831.936
74,us-2016-134026,2016-04-26,2016-05-02,standard class,je-15745,joel eaton,consumer,united states,memphis,tennessee,38109,south,fur-fu-10003708,furniture,furnishings,"tenex traditional chairmats for medium pile carpet, standard lip, 36"" x 48""",97.04
75,us-2016-134026,2016-04-26,2016-05-02,standard class,je-15745,joel eaton,consumer,united states,memphis,tennessee,38109,south,off-st-10004123,office supplies,storage,safco industrial wire shelving system,72.784
76,us-2018-118038,2018-12-09,2018-12-11,first class,kb-16600,ken brennan,corporate,united states,houston,texas,77041,central,off-bi-10004182,office supplies,binders,economy binders,1.248
77,us-2018-118038,2018-12-09,2018-12-11,first class,kb-16600,ken brennan,corporate,united states,houston,texas,77041,central,fur-fu-10000260,furniture,furnishings,"6"" cubicle wall clock, black",9.708
78,us-2018-118038,2018-12-09,2018-12-11,first class,kb-16600,ken brennan,corporate,united states,houston,texas,77041,central,off-st-10000615,office supplies,storage,"simplifile personal file, black granite, 15w x 6-15/16d x 11-1/4h",27.24
79,us-2015-147606,2015-11-26,2015-12-01,second class,je-15745,joel eaton,consumer,united states,houston,texas,77070,central,fur-fu-10003194,furniture,furnishings,"eldon expressions desk accessory, wood pencil holder, oak",19.3
80,ca-2017-127208,2017-06-12,2017-06-15,first class,sc-20770,stewart carmichael,corporate,united states,decatur,alabama,35601,south,off-ap-10002118,office supplies,appliances,"1.7 cubic foot compact ""cube"" office refrigerators",208.16
81,ca-2017-127208,2017-06-12,2017-06-15,first class,sc-20770,stewart carmichael,corporate,united states,decatur,alabama,35601,south,off-bi-10002309,office supplies,binders,avery heavy-duty ezd  binder with locking rings,16.74
82,ca-2015-139451,2015-10-12,2015-10-16,standard class,dn-13690,duane noonan,consumer,united states,san francisco,california,94122,west,off-ar-10002053,office supplies,art,"premium writing pencils, soft, #2 by central association for the blind",14.9
83,ca-2015-139451,2015-10-12,2015-10-16,standard class,dn-13690,duane noonan,consumer,united states,san francisco,california,94122,west,off-st-10002370,office supplies,storage,"sortfiler multipurpose personal file organizer, black",21.39
84,ca-2016-149734,2016-09-03,2016-09-08,standard class,jc-16105,julie creighton,corporate,united states,durham,north carolina,27707,south,off-en-10000927,office supplies,envelopes,jet-pak recycled peel 'n' seal padded mailers,200.984
85,us-2018-119662,2018-11-13,2018-11-16,first class,cs-12400,christopher schild,home office,united states,chicago,illinois,60623,central,off-st-10003656,office supplies,storage,safco industrial wire shelving,230.376
86,ca-2018-140088,2018-05-28,2018-05-30,second class,po-18865,patrick o'donnell,consumer,united states,columbia,south carolina,29203,south,fur-ch-10000863,furniture,chairs,novimex swivel fabric task chair,301.96
87,ca-2018-155558,2018-10-26,2018-11-02,standard class,pg-18895,paul gonzalez,consumer,united states,rochester,minnesota,55901,central,tec-ac-10001998,technology,accessories,logitech ls21 speaker system - pc multimedia - 2.1-ch - wired,19.99
88,ca-2018-155558,2018-10-26,2018-11-02,standard class,pg-18895,paul gonzalez,consumer,united states,rochester,minnesota,55901,central,off-la-10000134,office supplies,labels,avery 511,6.16
89,ca-2017-159695,2017-04-05,2017-04-10,second class,gm-14455,gary mitchum,home office,united states,houston,texas,77095,central,off-st-10003442,office supplies,storage,eldon portable mobile manager,158.368
90,ca-2017-109806,2017-09-17,2017-09-22,standard class,js-15685,jim sink,corporate,united states,los angeles,california,90036,west,off-ar-10004930,office supplies,art,turquoise lead holder with pocket clip,20.1
91,ca-2017-109806,2017-09-17,2017-09-22,standard class,js-15685,jim sink,corporate,united states,los angeles,california,90036,west,tec-ph-10004093,technology,phones,panasonic kx-ts550,73.584
92,ca-2017-109806,2017-09-17,2017-09-22,standard class,js-15685,jim sink,corporate,united states,los angeles,california,90036,west,off-pa-10000304,office supplies,paper,xerox 1995,6.48
93,ca-2016-149587,2016-01-31,2016-02-05,second class,kb-16315,karl braun,consumer,united states,minneapolis,minnesota,55407,central,off-pa-10003177,office supplies,paper,xerox 1999,12.96
94,ca-2016-149587,2016-01-31,2016-02-05,second class,kb-16315,karl braun,consumer,united states,minneapolis,minnesota,55407,central,fur-fu-10003799,furniture,furnishings,"seth thomas 13 1/2"" wall clock",53.34
95,ca-2016-149587,2016-01-31,2016-02-05,second class,kb-16315,karl braun,consumer,united states,minneapolis,minnesota,55407,central,off-bi-10002852,office supplies,binders,ibico standard transparent covers,32.96
96,us-2018-109484,2018-11-06,2018-11-12,standard class,rb-19705,roger barcio,home office,united states,portland,oregon,97206,west,off-bi-10004738,office supplies,binders,flexible leather- look classic collection ring binder,5.682
97,ca-2018-161018,2018-11-09,2018-11-11,second class,pn-18775,parhena norris,home office,united states,new york city,new york,10009,east,fur-fu-10000629,furniture,furnishings,9-3/4 diameter round wall clock,96.53
98,ca-2018-157833,2018-06-17,2018-06-20,first class,kd-16345,katherine ducich,consumer,united states,san francisco,california,94122,west,off-bi-10001721,office supplies,binders,trimflex flexible post binders,51.312
99,ca-2017-149223,2017-09-06,2017-09-11,standard class,er-13855,elpida rittenbach,corporate,united states,saint paul,minnesota,55106,central,off-ap-10000358,office supplies,appliances,fellowes basic home/office series surge protectors,77.88
100,ca-2017-158568,2017-08-29,2017-09-02,standard class,rb-19465,rick bensley,home office,united states,chicago,illinois,60610,central,off-pa-10003256,office supplies,paper,avery personal creations heavyweight cards,64.624
101,ca-2017-158568,2017-08-29,2017-09-02,standard class,rb-19465,rick bensley,home office,united states,chicago,illinois,60610,central,tec-ac-10001767,technology,accessories,sandisk ultra 64 gb microsdhc class 10 memory card,95.976
102,ca-2017-158568,2017-08-29,2017-09-02,standard class,rb-19465,rick bensley,home office,united states,chicago,illinois,60610,central,off-bi-10002609,office supplies,binders,avery hidden tab dividers for binding systems,1.788
103,ca-2017-129903,2017-12-01,2017-12-04,second class,gz-14470,gary zandusky,consumer,united states,rochester,minnesota,55901,central,off-pa-10004040,office supplies,paper,universal premium white copier/laser paper (20lb. and 87 bright),23.92
104,us-2016-156867,2016-11-13,2016-11-17,standard class,lc-16870,lena cacioppo,consumer,united states,aurora,colorado,80013,west,tec-ac-10001552,technology,accessories,logitech k350 2.4ghz wireless keyboard,238.896
105,us-2016-156867,2016-11-13,2016-11-17,standard class,lc-16870,lena cacioppo,consumer,united states,aurora,colorado,80013,west,fur-fu-10004006,furniture,furnishings,"deflect-o duramat lighweight, studded, beveled mat for low pile carpeting",102.36
106,us-2016-156867,2016-11-13,2016-11-17,standard class,lc-16870,lena cacioppo,consumer,united states,aurora,colorado,80013,west,off-bi-10002794,office supplies,binders,"avery trapezoid ring binder, 3"" capacity, black, 1040 sheets",36.882
107,ca-2018-119004,2018-11-23,2018-11-28,standard class,jm-15250,janet martin,consumer,united states,charlotte,north carolina,28205,south,tec-ac-10003499,technology,accessories,memorex mini travel drive 8 gb usb 2.0 flash drive,74.112
108,ca-2018-119004,2018-11-23,2018-11-28,standard class,jm-15250,janet martin,consumer,united states,charlotte,north carolina,28205,south,tec-ph-10002844,technology,phones,speck products candyshell flip case,27.992
109,ca-2018-119004,2018-11-23,2018-11-28,standard class,jm-15250,janet martin,consumer,united states,charlotte,north carolina,28205,south,off-ar-10000390,office supplies,art,newell chalk holder,3.304
110,ca-2016-129476,2016-10-15,2016-10-20,standard class,pa-19060,pete armstrong,home office,united states,orland park,illinois,60462,central,tec-ac-10000844,technology,accessories,logitech gaming g510s - keyboard,339.96
111,ca-2018-146780,2018-12-25,2018-12-30,standard class,cv-12805,cynthia voltz,corporate,united states,new york city,new york,10035,east,fur-fu-10001934,furniture,furnishings,magnifier swing arm lamp,41.96
112,ca-2017-128867,2017-11-03,2017-11-10,standard class,cl-12565,clay ludtke,consumer,united states,urbandale,iowa,50322,central,off-ar-10000380,office supplies,art,"hunt powerhouse electric pencil sharpener, blue",75.96
113,ca-2017-128867,2017-11-03,2017-11-10,standard class,cl-12565,clay ludtke,consumer,united states,urbandale,iowa,50322,central,off-bi-10003981,office supplies,binders,"avery durable plastic 1"" binders",27.24
114,ca-2015-115259,2015-08-25,2015-08-27,second class,rc-19960,ryan crowe,consumer,united states,columbus,ohio,43229,east,off-fa-10000621,office supplies,fasteners,"oic colored binder clips, assorted sizes",40.096
115,ca-2015-115259,2015-08-25,2015-08-27,second class,rc-19960,ryan crowe,consumer,united states,columbus,ohio,43229,east,off-en-10002600,office supplies,envelopes,"redi-strip #10 envelopes, 4 1/8 x 9 1/2",4.72
116,ca-2015-115259,2015-08-25,2015-08-27,second class,rc-19960,ryan crowe,consumer,united states,columbus,ohio,43229,east,off-pa-10004965,office supplies,paper,xerox 1921,23.976
117,ca-2015-115259,2015-08-25,2015-08-27,second class,rc-19960,ryan crowe,consumer,united states,columbus,ohio,43229,east,off-en-10002504,office supplies,envelopes,"tyvek  top-opening peel & seel envelopes, plain white",130.464
118,ca-2016-110457,2016-03-02,2016-03-06,standard class,dk-13090,dave kipp,consumer,united states,seattle,washington,98103,west,fur-ta-10001768,furniture,tables,hon racetrack conference tables,787.53
119,us-2016-136476,2016-04-05,2016-04-10,standard class,gg-14650,greg guthrie,corporate,united states,bristol,tennessee,37620,south,off-bi-10003650,office supplies,binders,gbc docubind 300 electric binding machine,157.794
120,ca-2017-103730,2017-06-12,2017-06-15,first class,sc-20725,steven cartwright,consumer,united states,wilmington,delaware,19805,east,fur-fu-10002157,furniture,furnishings,artistic insta-plaque,47.04
121,ca-2017-103730,2017-06-12,2017-06-15,first class,sc-20725,steven cartwright,consumer,united states,wilmington,delaware,19805,east,off-bi-10003910,office supplies,binders,dxl angle-view binders with locking rings by samsill,30.84
122,ca-2017-103730,2017-06-12,2017-06-15,first class,sc-20725,steven cartwright,consumer,united states,wilmington,delaware,19805,east,off-st-10000777,office supplies,storage,"companion letter/legal file, black",226.56
123,ca-2017-103730,2017-06-12,2017-06-15,first class,sc-20725,steven cartwright,consumer,united states,wilmington,delaware,19805,east,off-en-10002500,office supplies,envelopes,globe weis peel & seel first class envelopes,115.02
124,ca-2017-103730,2017-06-12,2017-06-15,first class,sc-20725,steven cartwright,consumer,united states,wilmington,delaware,19805,east,tec-ph-10003875,technology,phones,kld oscar ii style snap-on ultra thin side flip synthetic leather cover case for htc one htc m7,68.04
125,us-2015-152030,2015-12-26,2015-12-28,second class,ad-10180,alan dominguez,home office,united states,houston,texas,77041,central,fur-ch-10004063,furniture,chairs,global deluxe high-back manager's chair,600.558
126,us-2015-134614,2015-09-20,2015-09-25,standard class,pf-19165,philip fox,consumer,united states,bloomington,illinois,61701,central,fur-ta-10004534,furniture,tables,bevis 44 x 96 conference tables,617.7
127,us-2018-107272,2018-11-05,2018-11-12,standard class,ts-21610,troy staebel,consumer,united states,phoenix,arizona,85023,west,off-bi-10003274,office supplies,binders,"avery durable slant ring binders, no labels",2.388
128,us-2018-107272,2018-11-05,2018-11-12,standard class,ts-21610,troy staebel,consumer,united states,phoenix,arizona,85023,west,off-st-10002974,office supplies,storage,"trav-l-file heavy-duty shuttle ii, black",243.992
129,us-2017-125969,2017-11-06,2017-11-10,second class,ls-16975,lindsay shagiari,home office,united states,los angeles,california,90004,west,fur-ch-10001146,furniture,chairs,"global task chair, black",81.424
130,us-2017-125969,2017-11-06,2017-11-10,second class,ls-16975,lindsay shagiari,home office,united states,los angeles,california,90004,west,fur-fu-10003773,furniture,furnishings,eldon cleatmat plus chair mats for high pile carpets,238.56
131,us-2018-164147,2018-02-02,2018-02-05,first class,dw-13585,dorothy wardle,corporate,united states,columbus,ohio,43229,east,tec-ph-10002293,technology,phones,anker 36w 4-port usb wall charger travel power adapter for iphone 5s 5c 5,59.97
132,us-2018-164147,2018-02-02,2018-02-05,first class,dw-13585,dorothy wardle,corporate,united states,columbus,ohio,43229,east,off-pa-10002377,office supplies,paper,xerox 1916,78.304
133,us-2018-164147,2018-02-02,2018-02-05,first class,dw-13585,dorothy wardle,corporate,united states,columbus,ohio,43229,east,off-fa-10002780,office supplies,fasteners,staples,21.456
134,ca-2017-145583,2017-10-13,2017-10-19,standard class,lc-16885,lena creighton,consumer,united states,roseville,california,95661,west,off-pa-10001804,office supplies,paper,xerox 195,20.04
135,ca-2017-145583,2017-10-13,2017-10-19,standard class,lc-16885,lena creighton,consumer,united states,roseville,california,95661,west,off-pa-10001736,office supplies,paper,xerox 1880,35.44
136,ca-2017-145583,2017-10-13,2017-10-19,standard class,lc-16885,lena creighton,consumer,united states,roseville,california,95661,west,off-ar-10001149,office supplies,art,"sanford colorific colored pencils, 12/box",11.52
137,ca-2017-145583,2017-10-13,2017-10-19,standard class,lc-16885,lena creighton,consumer,united states,roseville,california,95661,west,off-fa-10002988,office supplies,fasteners,ideal clamps,4.02
138,ca-2017-145583,2017-10-13,2017-10-19,standard class,lc-16885,lena creighton,consumer,united states,roseville,california,95661,west,off-bi-10004781,office supplies,binders,gbc wire binding strips,76.176
139,ca-2017-145583,2017-10-13,2017-10-19,standard class,lc-16885,lena creighton,consumer,united states,roseville,california,95661,west,off-su-10001218,office supplies,supplies,fiskars softgrip scissors,65.88
